,company,headline,date,overall_rating,author_position,pros,cons
297,,Citibank,2021-06-27,3.0,Middle Office,Good culture and off day,Turnover rate high and Low bonus
298,,Great working environment,2021-06-26,5.0,Data Analyst,Great working environment and good work life balance,No cons as of now.
299,,Mehhh,2021-06-25,3.0,Personal Banker,Great place to work untill you get a boss you clashed with,Boss was not very nice
300,,Nice place to work but lacks management guidance,2021-06-25,4.0,Product Manager,"Work-life balance, compensation, HR benefits",Management does not give a clear vision and no independent decisions are allowed
301,,Worst computer system,2021-06-24,2.0,Banker,"they paid above average, commission structure was good",awful system and really bad training
302,,Bad,2021-06-24,2.0,Architect,Bus service and food court is good,Run; don't join if you have any other offer
303,,Product Manager for Unsecured Lending,2021-06-24,4.0,Product Manager,"Excellent work culture, Greta learning opportunities","Timings are hectic, leading to abhigher amount of pressure"
304,,Benefits,2021-06-23,5.0,Customer Service Representative,"plenty of time off, work schedules are pretty decent, consecutive days off",the lack of decent schedules for employees that are in school
305,,Decent,2021-06-21,3.0,Customer Service Representative,Good benefits and a decent schedule,They hate when you use the time off they have provided
306,,Major potential,2021-06-21,4.0,Personal Banker,Training and development is great. With a good manager you will be happy and life will be good.,Many of the managers/senior managers are overdue to retire and the leadership needs an overhaul. The work environment can be great depending on how organized your manager is. Getting promoted is political or pure luck; not based on your performance. I have noticed that women get promoted more than men and are also treated better.
307,,Not a fan,2021-06-21,2.0,KYC Analyst,The canteen was nice and the location was handy.,"Not a great atmosphere to work in. Sexism, uncomfortable environment"
308,,Great place to work,2021-06-19,5.0,Anonymous Employee,Great place to work and benefits,I don’t have anything bad to say
309,,Credit Line Management,2021-06-18,5.0,Anonymous Employee,Great pay and flexible managers,"Long shifts, must be productive in work day"
310,,suds,2021-06-18,3.0,Vice President,good and good great exposure,overall good and working condition is bad
311,,General review,2021-06-18,4.0,Wealth Manager,Good company. Good culture. Better opportunity,Sale of business. Nothing to say other than that.
312,,Good corp culture,2021-06-18,4.0,Associate,Nice people in the organisation,Long working hours at times
313,,Great place to learn,2021-06-17,5.0,Business Analyst,"- Strong support team
- Competent managers
- Great pay",- Steep learning curve can be intimidating in the beginning
314,,Dynamic work environment with favoritism,2021-06-16,4.0,Customer Service Representative,Good salary package and incentives,Performance assessment is poorly managed
315,,Working at Citi,2021-06-15,4.0,Assistant Vice President,Flexible work culture and timings,Too many process in place
316,,Don't work here,2021-06-15,1.0,Collections Agent,"No pros at all, don't work here",Not fair pay at all. Workers that have been there longer make less than brand new people
317,,Turnover / Unattainable Goals / Disappointment,2021-06-14,3.0,Personal Banker,Hands-on experience (good & bad);,Constantly changing compensation plans and quarterly goals
318,,Risk,2021-06-14,3.0,Assistant Manager,Good employer for the beginner,Not great opportunity for experience people
319,,great company,2021-06-13,4.0,Accounting Specialist,Culture is what i'm looking for,Workload can be a little tough
320,,Amazing company,2021-06-13,5.0,OneStop Specialist,They genuinely care about you. I’ve had health issues this year and if I needed time off there were no questions asked. They even offered the whole team an extra day off.,Sales governance is extremely picky
321,,Good enough,2021-06-13,4.0,Project Analyst II,"- flexible work hours
- help with relocation
- benefits, social fund","- low diversity
- low communication English skill, people prefer speak local language"
322,,Lots to learn,2021-06-12,3.0,Senior Cloud Engineer,- You will learn a lot,- Big bureaucracy and slow decision-making
323,,Good company to work for,2021-06-11,5.0,Collections Specialist,"Decent pay, good benefits, community involvement","Difficult incentive metrics, some management lack skills"
324,,"Tough job, no security, scary",2021-06-11,1.0,Retention Specialist,Team mates were nice on the team,"- Not too much tolerance when you have low performance
- The system is kind of rigged and you can get filtered tougher calls that are more difficult to save
- This is a very tense and stressful role"
325,,Good company,2021-06-11,5.0,Assistant Vice-President,Good company to work with,None of that I know now
326,,Descent place to work,2021-06-10,5.0,Bank Teller,"Descent pay, management is okay",Not many opportunities for growth
327,,"Decent employer, nothing more",2021-06-09,3.0,Kyc Specialist,"Good benefits, international company, young people","big rotation, higher salaries for new employees not existing"
328,,Great place to work,2021-06-09,4.0,Anonymous Employee,Great work culture and environment,None observed as of now
329,,Good,2021-06-08,5.0,Collections Agent,"Stable, health insurance, promotions, time off, sick leave, pay, bonuses, good people.","Overserious on small things, such as small accidents in workplace, etc."
330,,Fine,2021-06-08,4.0,Banker,Pay was fine holidays and sick pay,Referrals and credit apps are everything
331,,Nice working environment,2021-06-07,5.0,Anonymous Employee,good working culture and nice collegues,Need capture things fast and need a fast learner
332,,Teller Role,2021-06-06,1.0,Anonymous Employee,Good job for pay and benefits. If you want to be an investment banker or financial advisor here is a good start.,Management sucks. Most are on a power trip. They make up their own rules and regulations. Each branch is ran differently. Seems like they’re winging it everyday.
333,,"Good work life balance, Bad for learning and career growth",2021-06-05,3.0,Management Associate,"Good work life balance, people respect your time and will not bother you during non-work hours",Every big decision is dependent on regional team. Local team is only there to support and execute. Bad for people who like to take initiatives in doing things. This is why Citi lost its best talent to consulting and tech
334,,Good,2021-06-03,5.0,Executive Assistant,"Knowledge , work ethic, recognition.. you can learn a lot",You should be able to handle pressure
