,company,headline,date,overall_rating,author_position,pros,cons
0,Grace Financial Group,Average,2019-09-03,2.0,Associate,"barbecues, beer, awesome colleagues, beer",no cons to speak of
1,Grace Financial Group,Stay away from this company,2014-09-02,1.0,,When there used to be more than 3 employees it was really the people that made this company good.,The ceo is a crook and really doesn't know what he's doing.
