,company,headline,date,overall_rating,author_position,pros,cons
0,Topdot Mortgage,Learned a great deal but wages were an issue,2014-03-03,2.0,Mortgage Specialist,Good training program and enthusiastic staff,Long hours and no salary; just commissions
