,company,headline,date,overall_rating,author_position,pros,cons
0,Incentrum Group,Absolute worst,2021-01-14,1.0,Anonymous Employee,Nothing. Everything is about the partners.,Awful work environment. Ego's through the roof. No people skill.
1,Incentrum Group,Poorly run organization,2019-12-20,1.0,Deal Team,World-class strategic analytical training. Heavy exposure to senior management. Excellent technical knowledge base.,Extremely low compensation compared to market. Do not pay bonuses when stated or at all. Lack of respect for boundaries or work/life balance. Extreme nepotism towards children and friends of founders. Highly disorganized and dysfunctional work environment.
