,company,headline,date,overall_rating,author_position,pros,cons
0,Brill Securities,Administrative Assistant/ System Manager,2016-08-17,3.0,Anonymous Employee,"Great work force, good hours",Busy season is in the summer
1,Brill Securities,Living in the 90s,2014-03-11,1.0,Anonymous Employee,Once you get over the absurdity of this place...there's a lot of laughing. I genuinely like the people for the most part. At times it seems like a ship of lost souls.,"Old school approach of dialing for dollars and 'researching' companies. Assuming you went to college, and can do simple regression models, you'll soon scoff at this approach. They are still believing they live in the age of 'muscle men' no finesse, no brains, and an office that is beyond incompetent."
