,company,headline,date,overall_rating,author_position,pros,cons
0,Nine Chapters Capital Management,Full time employee,2017-02-18,1.0,Anonymous Employee,Cannot think about even one.,Hostile and high pressure work culture; no leisure weekend or even night; no easy vocation time; someone (guess who) keeps yelling at people in the office (really loudly and uncomfortable).
