,company,headline,date,overall_rating,author_position,pros,cons
0,Paulson Capital,receptionist/administrative support,2015-10-21,2.0,Lead Front Desk/Administrative Assistant *Branch Manager,"a company that treats their employees with consideration and fairness.  They strive to give yearly bonuses, and holiday gifts.","they did sell off the retail portion of the company, retaining the investment banking portion.  limits their business reach and number of employees."
1,Paulson Capital,Broker,2013-06-25,3.0,Broker,"Good company to work for.  Many offerings to show clients, but they were not forced on you.","Small company, didn't have a lot of sponsorship for many of their deals on the street.  Deals usually struggled initially."
