,company,headline,date,overall_rating,author_position,pros,cons
0,Account Control Systems,Should be rated worst place to work,2022-02-17,1.0,Debt Collector,Absolutely nothing. A pro is that you’re seeing this review..I recommend staying far away from this place.,They hire minorities because they believe they can easily manipulate and take advantage of them. They will promise you the world and then not deliver on anything.
1,Account Control Systems,Small Collection Agency.,2020-02-11,3.0,Comptroller,Small.  Friendly co-workers.  Reliable pay.,Average pay.  Small company
