,company,headline,date,overall_rating,author_position,pros,cons
0,World Alliance Financial,Pleasant and fulfilling,2014-05-05,4.0,Loan Officer,Hours and management were helpful.,You were only as good as your last months sales. you started with a clean slate and team leads had the mentality of what have you done for me lately
1,World Alliance Financial,Account Executive,2010-04-08,1.0,,"work from home, manage large territory, freedom with accountability for production",protected accounts meant that higher potential customers were captive by inside sales team
