,company,headline,date,overall_rating,author_position,pros,cons
0,Horizon Asset Management,"over worked, under paid, not recognized or appreciated",2011-07-10,2.0,,owner Phil Schultz is the best listener on the management team.  He seems to understand more.,management does not respect or trust their employees; they always look for vwhat is wrong instead of what is good.
